2011 10  1  0 274     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2011 10  1  1 274     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2011 10  1  2 274     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2011 10  1  3 274     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2011 10  1  4 274     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2011 10  1  5 274     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2011 10  1  6 274    56.30    18.59    37.71     0.33    33.18    16.08    17.10     0.48    23.12     2.51    20.61     0.11    18.95    10.53    27.18    18.76     8.42
2011 10  1  7 274   258.30    64.61   193.69     0.25   149.60    54.01    95.59     0.36   108.70    10.60    98.10     0.10 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1  8 274   486.30   109.20   377.10     0.22   272.00    91.10   180.90     0.33   214.30    18.10   196.20     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1  9 274   577.40   123.10   454.30     0.21   314.90   102.90   212.00     0.33   262.50    20.20   242.30     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1 10 274   407.80    84.00   323.80     0.21   200.00    69.93   130.07     0.35   207.80    14.07   193.73     0.07 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1 11 274   853.00   180.00   673.00     0.21   466.20   151.00   315.20     0.32   386.80    29.00   357.80     0.07 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1 12 274   952.00   203.00   749.00     0.21   521.20   169.60   351.60     0.33   430.80    33.40   397.40     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1 13 274   607.10   127.50   479.60     0.21   328.50   106.30   222.20     0.32   278.60    21.20   257.40     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1 14 274   176.40    35.85   140.55     0.20    88.40    29.61    58.79     0.33    88.00     6.24    81.76     0.07 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2011 10  1 15 274   302.70    65.69   237.01     0.22   165.60    55.03   110.57     0.33   137.10    10.66   126.44     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
