2012 10  1  0 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1  1 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1  2 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1  3 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1  4 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1  5 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1  6 275    54.03    17.83    36.20     0.33    29.21    15.71    13.50     0.54    24.82     2.12    22.70     0.09 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2012 10  1  7 275   262.00    69.00   193.00     0.26   146.20    57.41    88.79     0.39   115.80    11.59   104.21     0.10   193.00   193.00     0.00     0.00     0.00
2012 10  1  8 275   476.90   111.80   365.10     0.23   262.10    91.60   170.50     0.35   214.80    20.20   194.60     0.09 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2012 10  1  9 275   661.80   147.30   514.50     0.22   360.50   120.70   239.80     0.33   301.30    26.60   274.70     0.09   263.90   145.79   368.71   250.60   118.11
2012 10  1 10 275   790.00   171.50   618.50     0.22   359.40   140.40   219.00     0.39   430.60    31.10   399.50     0.07   253.45   145.58   472.92   365.05   107.87
2012 10  1 11 275   852.00   182.90   669.10     0.21   463.80   149.90   313.90     0.32   388.20    33.00   355.20     0.09   669.10   669.10     0.00     0.00     0.00
2012 10  1 12 275   855.00   184.40   670.60     0.22   464.60   150.30   314.30     0.32   390.40    34.10   356.30     0.09   345.53   190.73   479.87   325.07   154.80
2012 10  1 13 275   790.00   169.90   620.10     0.22   430.70   138.50   292.20     0.32   359.30    31.40   327.90     0.09   320.94   177.02   443.08   299.16   143.92
2012 10  1 14 275   550.10   144.10   406.00     0.26   360.70   117.40   243.30     0.33   189.40    26.70   162.70     0.14   258.45   138.62   267.38   147.55   119.83
2012 10  1 15 275   477.40   108.60   368.80     0.23   264.00    88.10   175.90     0.33   213.40    20.50   192.90     0.10 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2012 10  1 16 275   129.90    25.45   104.45     0.20    64.69    20.06    44.63     0.31    65.21     5.39    59.82     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2012 10  1 17 275     9.34     1.94     7.40     0.21     0.00     0.00     0.00 -9999.99     9.34     1.94     7.40     0.21     7.40     7.40     0.00     0.00     0.00
2012 10  1 18 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1 19 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1 20 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1 21 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1 22 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  1 23 275     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  0 276     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  1 276     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  2 276     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  3 276     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  4 276     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  5 276     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00     0.00 -9999.99     0.00     0.00 -9999.99 -9999.99 -9999.99
2012 10  2  6 276    54.57    18.44    36.13     0.34    29.57    16.39    13.18     0.55    25.00     2.05    22.95     0.08 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2012 10  2  7 276   264.50    70.10   194.40     0.27   149.00    58.31    90.69     0.39   115.50    11.79   103.71     0.10 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
2012 10  2  8 276   481.50   114.10   367.40     0.24   267.00    93.70   173.30     0.35   214.50    20.40   194.10     0.10   367.40   367.40     0.00     0.00     0.00
2012 10  2  9 276   659.40   147.70   511.70     0.22   362.70   121.30   241.40     0.33   296.70    26.40   270.30     0.09   511.70   511.70     0.00     0.00     0.00
2012 10  2 10 276   781.00   169.00   612.00     0.22   358.60   138.80   219.80     0.39   422.40    30.20   392.20     0.07 -9999.99 -9999.99 -9999.99 -9999.99 -9999.99
