2006  10   1   0   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1   1   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1   2   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1   3   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1   4   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1   5   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1   6   274.0000      30.55       6.91      23.64       0.23      14.00       5.36       8.64       0.38      16.55       1.55      15.00       0.09       9.96       5.71      17.93      13.68       4.26
2006  10   1   7   274.0000     158.90      34.08     124.82       0.21      81.90      26.30      55.60       0.32      77.00       7.78      69.22       0.10      61.76      34.37      90.45      63.06      27.39
2006  10   1   8   274.0000     460.60      90.70     369.90       0.20     245.70      72.40     173.30       0.29     214.90      18.30     196.60       0.09     190.49     105.14     264.76     179.41      85.36
2006  10   1   9   274.0000     550.30     102.40     447.90       0.19     263.20      82.00     181.20       0.31     287.10      20.40     266.70       0.07     204.17     114.92     332.98     243.73      89.25
2006  10   1  10   274.0000     694.40     127.70     566.70       0.18     362.40     102.30     260.10       0.28     332.00      25.40     306.60       0.08     286.66     158.55     408.15     280.04     128.11
2006  10   1  11   274.0000     606.10     107.40     498.70       0.18     308.90      85.70     223.20       0.28     297.20      21.70     275.50       0.07     246.98     137.04     361.66     251.72     109.93
2006  10   1  12   274.0000     518.30      89.10     429.20       0.17     258.80      70.90     187.90       0.27     259.50      18.20     241.30       0.07     208.66     116.11     313.09     220.54      92.55
2006  10   1  13   274.0000     399.90      66.96     332.94       0.17     195.10      52.76     142.34       0.27     204.80      14.20     190.60       0.07     158.72      88.62     244.32     174.22      70.11
2006  10   1  14   274.0000     352.60      59.73     292.87       0.17     175.20      47.35     127.85       0.27     177.40      12.38     165.02       0.07     142.04      79.07     213.80     150.83      62.97
2006  10   1  15   274.0000     214.00      35.96     178.04       0.17     104.50      28.21      76.29       0.27     109.50       7.75     101.75       0.07      85.05      47.47     130.57      92.99      37.58
2006  10   1  16   274.0000     105.70      17.80      87.90       0.17      50.68      14.11      36.57       0.28      55.02       3.69      51.33       0.07      40.97      22.96      64.94      46.93      18.01
2006  10   1  17   274.0000      16.05       2.69      13.36       0.17       6.06       2.12       3.94       0.35       9.99       0.57       9.42       0.06       4.74       2.80      10.56       8.62       1.94
2006  10   1  18   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1  19   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1  20   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1  21   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1  22   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   1  23   274.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   2   0   275.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   2   1   275.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
2006  10   2   2   275.0000       0.00   -9999.99       0.00   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99   -9999.99       0.00       0.00   -9999.99   -9999.99   -9999.99
